Date,CA,CAName,DailyPositive,CumulativePositive,CrudeRatePositive,CrudeRate7DayPositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,DailyNegative,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,PositivePercentage7Day,TotalPillar1,TotalPillar2
20200306,S12000006,Dumfries & Galloway,0,0,0,0,0,0,0,16,85,57.10063147,15,0,0,0,15,0
20200306,S12000008,East Ayrshire,0,0,0,0,0,0,0,4,31,25.40775346,4,0,0,0,4,0
20200306,S12000010,East Lothian,0,0,0,0,0,0,0,5,36,33.61658418,5,0,0,0,5,0
20200306,S12000011,East Renfrewshire,1,1,1.046791584,1.046791584,0,0,0,9,34,35.59091385,11,1,9.090909091,2.777777778,11,0
20200306,S12000013,Na h-Eileanan Siar,0,0,0,0,0,0,0,1,3,11.22754491,2,0,0,0,2,0
20200306,S12000014,Falkirk,0,1,0.621542669,0.621542669,0,0,0,12,82,50.96649885,22,1,4.545454545,3.658536585,22,0
20200306,S12000017,Highland,0,0,0,0,0,0,0,3,54,22.89785015,3,0,0,0,3,0
20200306,S12000018,Inverclyde,0,0,0,0,0,0,0,3,28,35.98971722,3,0,0,0,3,0
20200306,S12000019,Midlothian,1,1,1.081548778,1.081548778,0,0,0,1,33,35.69110967,2,1,50,4,2,0
20200306,S12000020,Moray,0,2,2.087246921,2.087246921,0,0,0,3,20,20.87246921,3,0,0,16.66666667,3,0
20200306,S12000021,North Ayrshire,0,1,0.742170105,0.742170105,0,0,0,5,43,31.91331453,9,0,0,4.87804878,9,0
20200306,S12000023,Orkney Islands,0,0,0,0,0,0,0,2,7,31.4324203,2,0,0,0,2,0
20200306,S12000026,Scottish Borders,0,0,0,0,0,0,0,5,43,37.22621418,5,0,0,0,5,0
20200306,S12000027,Shetland Islands,2,2,8.72600349,8.72600349,0,0,0,0,2,8.72600349,2,2,100,40,2,0
20200306,S12000028,South Ayrshire,0,0,0,0,0,0,0,0,26,23.08853565,0,0,0,0,0,0
20200306,S12000029,South Lanarkshire,1,1,0.311983278,0.311983278,0,0,0,12,104,32.44626088,16,1,6.25,1.136363636,16,0
20200306,S12000030,Stirling,0,0,0,0,0,0,0,4,46,48.82708842,5,0,0,0,5,0
20200306,S12000033,Aberdeen City,0,1,0.437311409,0.437311409,0,0,0,1,54,23.61481611,4,1,25,7.407407407,4,0
20200306,S12000034,Aberdeenshire,0,1,0.382833735,0.382833735,0,0,0,1,56,21.43868918,4,0,0,6.451612903,4,0
20200306,S12000035,Argyll & Bute,0,0,0,0,0,0,0,5,17,19.79736811,5,0,0,0,5,0
